This file was created by the Human Brain Project PlatformThis is the connectivity data for a network with parameters N=7000, Ek=10, l=15, rho=0.1, m0=100, phi_up0.9 and phi_down=0.0005start	end 
842	4041
842	4134
842	4286
842	4340
842	4367
842	4534
842	5008
842	5094
842	5232
842	5461
842	5507
842	5525
842	5847
842	6151
842	6212
842	6281
842	6733
842	6784
842	6828
843	913
843	916
843	988
843	1148
843	1281
843	1831
843	1941
843	2863
843	3352
843	5061
843	5450
843	6539
844	1211
844	2044
844	2473
844	2585
844	2771
844	3261
844	3579
844	3623
844	3802
844	4055
844	4103
844	4117
844	4177
844	4440
844	4470
844	4695
844	4785
844	5509
844	5672
844	6017
844	6082
844	6341
844	6359
844	6366
844	6469
844	6498
844	6598
844	6611
844	6653
844	6888
845	1487
845	2091
845	2453
845	3107
845	3322
845	3395
845	4652
845	6148
845	6461
846	896
846	986
846	1160
846	2153
846	3138
846	3269
846	4160
846	4666
847	886
847	971
847	1039
847	1060
847	1354
847	1381
847	2123
847	2726
847	2933
847	3548
847	3741
847	4174
847	4201
847	4339
847	4373
847	4458
847	4508
847	4638
847	4747
847	4773
847	4818
847	4894
847	5051
847	5104
847	5162
847	5266
847	5307
847	5608
847	5656
847	5802
847	5884
847	5918
847	6382
847	6413
848	1573
848	2961
848	4095
848	4501
848	4746
848	4809
848	4889
848	5038
848	5346
848	5380
848	5472
848	5565
848	5790
848	5914
848	5917
848	6930
849	1442
849	2318
849	2426
849	2584
849	2735
850	892
850	914
850	923
850	1003
850	1118
850	1432
850	1698
850	2070
850	2118
850	2519
850	2843
850	3728
850	3801
850	3821
850	4543
850	4635
850	4752
850	4804
850	4895
850	4896
850	5014
850	5242
850	5311
850	5348
850	5355
850	5366
850	5583
850	5642
850	5821
850	6065
850	6274
850	6276
850	6315
850	6358
850	6462
850	6650
850	6722
850	6886
850	6969
851	1262
851	1442
851	1688
851	2064
851	2942
851	4026
851	4347
851	4355
851	4576
851	4952
851	5138
851	5307
851	5415
851	5710
851	5954
851	6005
851	6083
852	1827
852	1963
852	2064
852	2139
852	2917
852	3286
853	1327
853	1354
853	1460
853	2775
853	3907
853	3995
853	4025
853	4099
853	4128
853	4297
853	4732
853	4761
853	4786
853	4810
853	5001
853	5041
853	5832
853	6506
853	6855
853	6873
854	1009
854	1104
854	1244
854	1516
854	1613
854	1982
854	2462
854	3663
854	3700
854	3710
854	3743
854	3770
854	3828
854	3992
854	4295
854	5394
854	5621
854	5679
855	1361
855	2043
855	2603
855	3697
855	4119
855	4340
855	4567
855	4590
855	4609
855	4654
855	4746
855	5018
855	5372
855	5418
855	5475
855	5530
855	5765
855	6001
855	6880
855	6947
856	874
856	1319
856	1780
856	2405
856	2526
856	2595
856	3435
856	4212
856	4715
856	4912
856	5100
856	5130
856	5353
856	5630
856	5634
856	6004
856	6176
856	6568
856	6909
857	890
857	1032
857	1271
857	1731
857	1860
857	2042
857	2284
857	2507
857	3566
857	4351
857	4493
857	4719
857	5257
857	5278
857	5674
857	6051
857	6222
857	6326
857	6437
857	6522
858	1213
858	2851
858	2966
858	3779
858	4666
859	1355
859	1496
859	1511
859	1519
859	1548
859	1717
859	1941
859	2229
859	2408
859	2469
859	2702
859	2847
859	2949
859	3046
859	3304
859	3849
859	5451
860	1253
860	1402
860	1724
860	2023
860	2351
860	2398
860	2635
860	3374
860	3576
860	3591
860	4215
860	4307
860	4490
860	4570
860	4782
860	5011
860	5326
860	5788
860	6239
860	6254
860	6271
861	962
861	1482
861	1499
861	2362
861	2967
861	3189
861	3494
861	6529
861	6805
862	1098
862	1142
862	1193
862	2063
862	3393
862	6871
863	1260
863	2165
863	3046
863	3740
863	4242
863	5315
863	5317
863	5903
863	6118
863	6239
863	6293
863	6329
863	6627
863	6657
863	6788
863	6820
863	6976
863	6999
864	1158
864	1244
864	1356
864	1764
864	2184
864	2202
864	2799
864	2934
865	918
865	1005
865	1046
865	1188
865	1358
865	1535
865	1645
865	1819
865	1897
865	1928
865	2178
865	2315
865	2388
865	2716
865	3229
865	4128
865	4418
866	1221
866	1458
866	1855
866	1898
866	2619
866	2699
866	3608
866	5214
866	5403
866	6641
867	3058
867	3369
867	3862
867	3891
867	3995
867	4230
867	4294
867	4300
867	4364
867	4541
867	4674
867	5108
867	5385
867	5393
867	5709
867	6555
867	6576
867	6810
867	6993
868	1098
868	1241
868	1269
868	1756
868	1928
868	2190
868	2616
868	2979
868	3826
868	6706
869	943
869	1004
869	1006
869	1147
869	1219
869	1257
869	1413
869	1618
869	1864
869	1912
869	2056
869	2091
869	2159
869	2541
869	3342
870	873
870	1158
870	1407
870	1721
870	2361
870	2556
870	2974
870	3497
870	3559
870	3619
870	3679
870	3764
870	4042
870	4683
870	5410
870	5703
870	5713
870	5737
870	5869
870	6277
870	6397
870	6651
871	4797
871	6127
872	1050
872	1186
872	1254
872	1297
872	1437
872	1443
872	1500
872	1600
872	1621
872	2494
872	2939
872	3019
872	5221
872	6028
873	1401
873	1866
873	2178
873	2350
873	2421
873	3220
873	3740
873	5315
873	5317
873	5903
873	6118
873	6293
873	6329
873	6627
873	6657
873	6788
873	6820
873	6976
873	6999
874	1153
874	1186
874	1575
874	1688
874	1771
874	1924
874	2353
874	2657
874	2961
874	3211
874	6075
874	6815
875	941
875	964
875	1039
875	1088
875	1107
875	1406
875	1927
875	2271
875	2282
875	2484
875	2633
875	2635
875	3030
875	3401
875	3464
875	5385
875	5701
876	964
876	1135
876	1287
876	1828
876	1831
876	1881
876	1916
876	2757
877	1196
877	1688
877	2007
877	2515
877	2961
877	3016
877	3205
877	3243
877	3266
877	3390
877	3493
877	3735
877	3762
877	4136
877	4334
877	4408
877	4439
877	4484
877	4694
877	5002
877	5305
877	5444
877	5606
877	5626
877	5983
877	6179
877	6265
878	1152
878	1371
878	1766
878	1989
878	2196
878	2377
878	2605
878	2930
878	2942
878	3818
878	3870
878	3988
878	4044
878	4511
878	4712
878	4726
878	5199
878	5501
878	5626
878	6034
878	6310
878	6443
878	6512
879	898
879	1485
879	1585
879	2740
879	3136
879	4446
880	945
880	1347
880	1619
880	1731
880	2247
880	2611
880	2677
880	3579
880	3608
880	3623
880	3802
880	3881
880	4055
880	4103
880	4117
880	4177
880	4440
880	4470
880	4695
880	4740
880	4785
880	5494
880	5509
880	5672
880	5724
880	6082
880	6116
880	6341
880	6366
880	6469
880	6498
880	6598
880	6611
880	6653
880	6888
881	899
881	1717
881	2341
881	3116
881	3188
881	5291
881	6429
882	890
882	1332
882	1550
882	3064
882	3208
882	3331
882	4339
882	4508
882	4894
882	5051
882	5266
882	5307
882	5608
882	5656
882	5802
882	5918
882	6084
882	6181
882	6413
883	955
883	1167
883	1211
883	1792
883	2407
883	2561
883	4173
883	4282
883	4485
883	4526
883	5087
883	5134
883	5188
883	5567
883	5671
883	5862
883	5882
883	6038
883	6834
883	6960
883	6997
884	967
884	1062
884	1091
884	1150
884	1372
884	1389
884	2253
885	1074
885	1323
885	1338
885	1438
885	1855
885	2412
885	2781
885	3013
885	4475
886	1305
886	1777
886	1861
886	1909
886	2743
886	3429
886	3566
886	4087
886	4493
886	4719
886	5257
886	5278
886	5674
886	5797
886	6222
886	6326
886	6437
886	6522
887	977
887	2010
887	3591
888	902
888	1208
888	1242
888	1354
888	1375
888	1674
888	2080
888	2231
888	2298
888	2301
888	2412
888	2852
888	3116
888	3132
888	3189
888	3403
888	4026
888	4121
888	4274
888	4347
888	4431
888	4576
888	4614
888	4952
888	5138
888	5710
888	5786
888	5954
888	6005
888	6083
888	6177
889	991
889	1337
889	1686
889	3229
889	3326
889	3404
889	3558
889	3601
889	3615
889	3633
889	3773
889	3893
889	3974
889	4021
889	4092
889	4291
889	4404
889	4563
889	4718
889	4739
889	4760
889	4821
889	4932
889	4997
889	5003
889	5065
889	5076
889	5369
889	5379
889	5399
889	5616
889	5867
889	6024
889	6026
889	6075
889	6134
889	6161
889	6229
889	6356
889	6420
889	6454
889	6606
889	6758
889	6865
889	6986
890	1051
890	1273
890	1355
890	1652
890	1671
890	1729
890	1920
890	2799
890	2943
890	3072
890	3208
890	3358
890	4054
890	5598
891	939
891	945
891	1026
891	1032
891	1080
891	1297
891	1585
891	1742
891	1934
891	2057
891	2173
891	2238
891	2290
891	2388
891	2586
891	2988
891	3052
891	3336
891	3361
891	3401
891	3415
891	3728
891	3801
891	3821
891	4423
891	4543
891	4635
891	4652
891	4752
891	4804
891	4895
891	4896
891	5014
891	5242
891	5348
891	5355
891	5366
891	5382
891	5583
891	5642
891	6274
891	6276
891	6315
891	6358
891	6462
891	6650
891	6722
891	6865
891	6886
892	1003
892	1174
892	1596
892	2149
892	2962
892	3365
892	3542
892	3602
892	3708
892	3709
892	3730
892	4619
892	4876
892	5060
892	5249
892	5496
892	5736
892	5776
892	6337
892	6460
892	6685
893	1246
893	1467
893	1539
893	1550
893	1635
893	1828
893	1996
893	2265
893	2410
893	2432
893	2663
893	2785
893	2823
893	2887
893	3019
893	3052
893	3463
894	1200
894	1285
894	1312
894	2316
894	2491
894	2523
894	2906
894	3651
894	4209
894	4566
894	5464
894	5486
894	6091
894	6436
894	6599
894	6721
894	6741
894	6814
894	6832
894	6937
894	6964
895	925
895	1010
895	1198
895	2148
895	2247
895	2280
895	2591
895	2724
896	1696
896	2329
896	2476
896	2747
896	3174
896	3303
896	3341
897	2556
897	2747
897	3819
897	4026
897	4341
897	4464
897	4542
897	4610
897	4692
897	4829
897	5323
897	5554
897	6518
897	6739
897	6915
898	1444
898	1757
898	1925
898	1979
898	2273
898	2447
898	2779
898	3431
899	1249
899	1478
899	1847
899	2675
899	2765
899	2766
899	2823
899	3001
899	3007
899	3033
899	3354
899	3384
899	3492
899	4429
900	1053
900	1366
900	1431
900	1605
900	1774
900	1913
900	2547
900	2606
900	3404
901	1042
901	1623
901	1720
901	1842
901	5156
901	5499
901	5949
902	1150
902	1269
902	1591
902	1692
902	1770
902	2118
902	2260
902	2301
902	2573
902	3108
902	3170
902	4569
902	4977
902	5569
902	6965
903	994
903	1131
903	1142
903	1618
903	2184
903	2243
903	2287
903	2423
903	2575
903	3392
904	911
904	935
904	1072
904	1460
904	1632
904	2239
904	2541
904	3037
904	3175
904	3435
904	3663
904	3710
904	3743
904	3770
904	3828
904	3992
904	4295
904	4509
904	4580
904	4606
904	4703
904	4710
904	5394
904	5621
904	5679
904	5803
904	5939
904	5943
904	6245
904	6269
904	6481
904	6485
904	6644
904	6829
904	6920
905	1026
905	1245
905	1724
905	2013
905	2658
905	5104
905	6428
905	6724
906	1099
906	1197
906	1547
906	1605
906	1759
906	2214
906	2329
906	2352
906	2879
906	3287
906	3298
906	3395
906	4425
906	5236
906	5486
907	1074
907	2133
907	2684
907	2755
907	2908
907	3038
908	952
908	1096
908	1213
908	1433
908	1677
908	2137
908	2315
908	2569
908	2866
908	3234
908	3306
908	3428
909	1020
909	1275
909	1903
909	2160
909	3488
909	4069
909	6244
910	1005
910	1461
910	1756
910	1831
910	1998
910	2670
910	3204
910	3427
910	3526
910	5729
910	6914
911	1600
911	1703
911	1850
911	2215
911	2232
911	2771
911	4363
911	6775
912	916
912	988
912	1956
912	2774
912	3584
912	3651
912	3885
912	4209
912	4279
912	4498
912	4566
912	4897
912	5109
912	5434
912	5438
912	5486
912	5731
912	6091
912	6228
912	6376
912	6412
912	6436
912	6520
912	6599
912	6619
912	6741
912	6814
912	6832
912	6937
912	6964
912	6990
913	1563
913	1794
913	2083
913	2160
913	2932
913	3354
913	4078
913	4190
913	4950
913	5054
913	5329
913	5572
913	5981
913	6122
913	6167
913	6171
913	6355
913	6389
913	6799
913	6988
914	1093
914	1359
914	1612
914	1679
914	1686
914	2002
914	2353
914	2538
914	3036
914	3285
914	3698
914	3721
914	3754
914	3863
914	3928
914	4067
914	4256
914	4764
914	4865
914	4995
914	5189
914	5538
914	5620
914	6142
914	6158
914	6559
915	925
915	1190
915	1225
915	1742
915	2519
915	2674
915	3168
915	3725
915	3814
915	3826
915	3855
915	4041
915	4134
915	4287
915	4340
915	4367
915	4380
915	4534
915	5008
915	5094
915	5461
915	5507
915	5525
915	5711
915	5847
915	6151
915	6212
915	6281
915	6434
915	6499
915	6733
915	6784
915	6828
916	1061
916	1114
916	1789
916	2312
916	2758
916	3669
917	1052
917	1500
917	1514
917	1635
917	1665
917	2148
917	2832
917	3686
917	5209
917	5430
918	943
918	1179
918	1279
918	1351
918	1355
918	1388
918	1691
918	1781
918	2407
918	3197
919	1049
919	1118
919	1562
920	1175
920	1291
920	2043
920	2155
920	2592
920	2771
920	3712
920	4611
920	6520
921	1039
921	1404
921	1462
921	1690
921	2425
921	2447
921	2512
921	2699
921	2891
921	2956
921	5169
922	1117
922	2159
922	2512
922	2657
922	2659
922	3071
922	4160
922	4620
922	4790
922	5046
922	5295
922	5397
922	5596
922	6371
922	6558
922	6595
922	6709
922	6795
922	6884
922	6912
923	977
923	1591
923	2799
923	3215
923	3368
